album_order,sticker_code,collection_group,section,subset,country_code,country_name,sticker_number,sticker_title,player_name,sticker_type,variant,region,album_required,track_in_mvp,is_foil,source,source_url,notes
557,NZL8,main_album,team,main_checklist,NZL,New Zealand,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
558,NZL9,main_album,team,main_checklist,NZL,New Zealand,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
559,NZL10,main_album,team,main_checklist,NZL,New Zealand,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
560,NZL11,main_album,team,main_checklist,NZL,New Zealand,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
561,NZL12,main_album,team,main_checklist,NZL,New Zealand,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
562,NZL13,main_album,team,main_checklist,NZL,New Zealand,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
563,NZL14,main_album,team,main_checklist,NZL,New Zealand,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
564,NZL15,main_album,team,main_checklist,NZL,New Zealand,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
565,NZL16,main_album,team,main_checklist,NZL,New Zealand,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
566,NZL17,main_album,team,main_checklist,NZL,New Zealand,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
567,NZL18,main_album,team,main_checklist,NZL,New Zealand,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
568,NZL19,main_album,team,main_checklist,NZL,New Zealand,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
569,NZL20,main_album,team,main_checklist,NZL,New Zealand,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
570,ESP1,main_album,team,main_checklist,ESP,Spain,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
571,ESP2,main_album,team,main_checklist,ESP,Spain,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
572,ESP3,main_album,team,main_checklist,ESP,Spain,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
573,ESP4,main_album,team,main_checklist,ESP,Spain,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
574,ESP5,main_album,team,main_checklist,ESP,Spain,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
575,ESP6,main_album,team,main_checklist,ESP,Spain,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
576,ESP7,main_album,team,main_checklist,ESP,Spain,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
577,ESP8,main_album,team,main_checklist,ESP,Spain,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
578,ESP9,main_album,team,main_checklist,ESP,Spain,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
579,ESP10,main_album,team,main_checklist,ESP,Spain,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
580,ESP11,main_album,team,main_checklist,ESP,Spain,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
581,ESP12,main_album,team,main_checklist,ESP,Spain,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
582,ESP13,main_album,team,main_checklist,ESP,Spain,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
583,ESP14,main_album,team,main_checklist,ESP,Spain,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
584,ESP15,main_album,team,main_checklist,ESP,Spain,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
585,ESP16,main_album,team,main_checklist,ESP,Spain,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
586,ESP17,main_album,team,main_checklist,ESP,Spain,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
587,ESP18,main_album,team,main_checklist,ESP,Spain,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
588,ESP19,main_album,team,main_checklist,ESP,Spain,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
589,ESP20,main_album,team,main_checklist,ESP,Spain,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
590,CPV1,main_album,team,main_checklist,CPV,Cape Verde,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
591,CPV2,main_album,team,main_checklist,CPV,Cape Verde,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
592,CPV3,main_album,team,main_checklist,CPV,Cape Verde,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
593,CPV4,main_album,team,main_checklist,CPV,Cape Verde,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
594,CPV5,main_album,team,main_checklist,CPV,Cape Verde,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
595,CPV6,main_album,team,main_checklist,CPV,Cape Verde,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
596,CPV7,main_album,team,main_checklist,CPV,Cape Verde,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
597,CPV8,main_album,team,main_checklist,CPV,Cape Verde,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
598,CPV9,main_album,team,main_checklist,CPV,Cape Verde,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
599,CPV10,main_album,team,main_checklist,CPV,Cape Verde,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
600,CPV11,main_album,team,main_checklist,CPV,Cape Verde,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
601,CPV12,main_album,team,main_checklist,CPV,Cape Verde,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
602,CPV13,main_album,team,main_checklist,CPV,Cape Verde,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
603,CPV14,main_album,team,main_checklist,CPV,Cape Verde,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
604,CPV15,main_album,team,main_checklist,CPV,Cape Verde,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
605,CPV16,main_album,team,main_checklist,CPV,Cape Verde,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
606,CPV17,main_album,team,main_checklist,CPV,Cape Verde,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
607,CPV18,main_album,team,main_checklist,CPV,Cape Verde,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
608,CPV19,main_album,team,main_checklist,CPV,Cape Verde,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
609,CPV20,main_album,team,main_checklist,CPV,Cape Verde,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
610,KSA1,main_album,team,main_checklist,KSA,Saudi Arabia,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
611,KSA2,main_album,team,main_checklist,KSA,Saudi Arabia,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
612,KSA3,main_album,team,main_checklist,KSA,Saudi Arabia,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
613,KSA4,main_album,team,main_checklist,KSA,Saudi Arabia,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
614,KSA5,main_album,team,main_checklist,KSA,Saudi Arabia,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
615,KSA6,main_album,team,main_checklist,KSA,Saudi Arabia,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
616,KSA7,main_album,team,main_checklist,KSA,Saudi Arabia,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
617,KSA8,main_album,team,main_checklist,KSA,Saudi Arabia,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
618,KSA9,main_album,team,main_checklist,KSA,Saudi Arabia,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
619,KSA10,main_album,team,main_checklist,KSA,Saudi Arabia,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
620,KSA11,main_album,team,main_checklist,KSA,Saudi Arabia,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
621,KSA12,main_album,team,main_checklist,KSA,Saudi Arabia,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
622,KSA13,main_album,team,main_checklist,KSA,Saudi Arabia,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
623,KSA14,main_album,team,main_checklist,KSA,Saudi Arabia,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
624,KSA15,main_album,team,main_checklist,KSA,Saudi Arabia,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
625,KSA16,main_album,team,main_checklist,KSA,Saudi Arabia,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
626,KSA17,main_album,team,main_checklist,KSA,Saudi Arabia,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
627,KSA18,main_album,team,main_checklist,KSA,Saudi Arabia,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
628,KSA19,main_album,team,main_checklist,KSA,Saudi Arabia,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
629,KSA20,main_album,team,main_checklist,KSA,Saudi Arabia,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
630,URU1,main_album,team,main_checklist,URU,Uruguay,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
631,URU2,main_album,team,main_checklist,URU,Uruguay,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
632,URU3,main_album,team,main_checklist,URU,Uruguay,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
633,URU4,main_album,team,main_checklist,URU,Uruguay,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
634,URU5,main_album,team,main_checklist,URU,Uruguay,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
635,URU6,main_album,team,main_checklist,URU,Uruguay,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
636,URU7,main_album,team,main_checklist,URU,Uruguay,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
637,URU8,main_album,team,main_checklist,URU,Uruguay,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
638,URU9,main_album,team,main_checklist,URU,Uruguay,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
639,URU10,main_album,team,main_checklist,URU,Uruguay,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
640,URU11,main_album,team,main_checklist,URU,Uruguay,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
641,URU12,main_album,team,main_checklist,URU,Uruguay,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
642,URU13,main_album,team,main_checklist,URU,Uruguay,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
643,URU14,main_album,team,main_checklist,URU,Uruguay,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
644,URU15,main_album,team,main_checklist,URU,Uruguay,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
645,URU16,main_album,team,main_checklist,URU,Uruguay,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
646,URU17,main_album,team,main_checklist,URU,Uruguay,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
647,URU18,main_album,team,main_checklist,URU,Uruguay,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
648,URU19,main_album,team,main_checklist,URU,Uruguay,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
649,URU20,main_album,team,main_checklist,URU,Uruguay,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
650,FRA1,main_album,team,main_checklist,FRA,France,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
651,FRA2,main_album,team,main_checklist,FRA,France,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
652,FRA3,main_album,team,main_checklist,FRA,France,3,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
653,FRA4,main_album,team,main_checklist,FRA,France,4,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
654,FRA5,main_album,team,main_checklist,FRA,France,5,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
655,FRA6,main_album,team,main_checklist,FRA,France,6,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
656,FRA7,main_album,team,main_checklist,FRA,France,7,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
657,FRA8,main_album,team,main_checklist,FRA,France,8,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
658,FRA9,main_album,team,main_checklist,FRA,France,9,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
659,FRA10,main_album,team,main_checklist,FRA,France,10,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
660,FRA11,main_album,team,main_checklist,FRA,France,11,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
661,FRA12,main_album,team,main_checklist,FRA,France,12,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
662,FRA13,main_album,team,main_checklist,FRA,France,13,Team Photo,,team_photo,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
663,FRA14,main_album,team,main_checklist,FRA,France,14,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
664,FRA15,main_album,team,main_checklist,FRA,France,15,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
665,FRA16,main_album,team,main_checklist,FRA,France,16,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
666,FRA17,main_album,team,main_checklist,FRA,France,17,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
667,FRA18,main_album,team,main_checklist,FRA,France,18,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
668,FRA19,main_album,team,main_checklist,FRA,France,19,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
669,FRA20,main_album,team,main_checklist,FRA,France,20,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
670,SEN1,main_album,team,main_checklist,SEN,Senegal,1,Team Logo,,team_logo,standard,global,TRUE,TRUE,True,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
671,SEN2,main_album,team,main_checklist,SEN,Senegal,2,Player sticker,Player sticker,player,standard,global,TRUE,TRUE,False,Checklist Insider,https://www.checklistinsider.com/2026-panini-fifa-world-cup-sticker,Player names are not populated in this structural MVP CSV.
